id	desc	common.n	target.n	p-value	genes	p-adjust
19450960	https://pubmed.ncbi.nlm.nih.gov/19450960	2	3	0.0025652782661276926	b3981, b3300	0.010079949345151471
23645666	https://pubmed.ncbi.nlm.nih.gov/23645666	2	3	0.0025652782661276926	b3300, b3981	0.010051555121644002
22033919	https://pubmed.ncbi.nlm.nih.gov/22033919	2	3	0.0025652782661276926	b3300, b3981	0.010023320416246125
19211555	https://pubmed.ncbi.nlm.nih.gov/19211555	2	3	0.0025652782661276926	b3981, b3300	0.009995243888469526
15848284	https://pubmed.ncbi.nlm.nih.gov/15848284	2	3	0.0025652782661276926	b0972, b2996	0.00996732421280341
1285127	https://pubmed.ncbi.nlm.nih.gov/1285127	2	3	0.0025652782661276926	b3319, b3321	0.009939560078505907
17011510	https://pubmed.ncbi.nlm.nih.gov/17011510	2	3	0.0025652782661276926	b3300, b3981	0.009911950189398945
25404704	https://pubmed.ncbi.nlm.nih.gov/25404704	2	3	0.0025652782661276926	b3300, b3981	0.00988449326366654
23058713	https://pubmed.ncbi.nlm.nih.gov/23058713	2	3	0.0025652782661276926	b3839, b3300	0.00985718803365641
6989816	https://pubmed.ncbi.nlm.nih.gov/6989816	2	3	0.0025652782661276926	b3342, b3341	0.009830033245684905
19809807	https://pubmed.ncbi.nlm.nih.gov/19809807	2	3	0.0025652782661276926	b2817, b3017	0.009803027659845111
22817892	https://pubmed.ncbi.nlm.nih.gov/22817892	2	3	0.0025652782661276926	b3298, b3321	0.009776170049818138
11415986	https://pubmed.ncbi.nlm.nih.gov/11415986	2	3	0.0025652782661276926	b0093, b3300	0.009749459202687489
11684020	https://pubmed.ncbi.nlm.nih.gov/11684020	2	3	0.0025652782661276926	b3297, b3341	0.00972289391875646
2202721	https://pubmed.ncbi.nlm.nih.gov/2202721	2	3	0.0025652782661276926	b3981, b3300	0.009696473011368533
12813051	https://pubmed.ncbi.nlm.nih.gov/12813051	2	3	0.0025652782661276926	b3838, b3839	0.009670195306730679
11114910	https://pubmed.ncbi.nlm.nih.gov/11114910	2	3	0.0025652782661276926	b3838, b3839	0.009644059643739515
18514735	https://pubmed.ncbi.nlm.nih.gov/18514735	2	3	0.0025652782661276926	b3986, b3985	0.009618064873810298
12226666	https://pubmed.ncbi.nlm.nih.gov/12226666	2	3	0.0025652782661276926	b3318, b3312	0.009592209860708658
385889	https://pubmed.ncbi.nlm.nih.gov/385889	2	3	0.0025652782661276926	b3296, b3303	0.009566493480385041
17901208	https://pubmed.ncbi.nlm.nih.gov/17901208	2	3	0.0025652782661276926	b3836, b2206	0.00954091462081182
16359340	https://pubmed.ncbi.nlm.nih.gov/16359340	2	3	0.0025652782661276926	b3342, b3296	0.009515472181822988
19776006	https://pubmed.ncbi.nlm.nih.gov/19776006	2	3	0.0025652782661276926	b3342, b3296	0.009490165074956437
19103951	https://pubmed.ncbi.nlm.nih.gov/19103951	2	3	0.0025652782661276926	b3165, b0023	0.009464992223298729
27137500	https://pubmed.ncbi.nlm.nih.gov/27137500	2	3	0.0025652782661276926	b3186, b3185	0.00943995256133233
19631648	https://pubmed.ncbi.nlm.nih.gov/19631648	2	3	0.0025652782661276926	b3836, b0997	0.00941504503478528
9868784	https://pubmed.ncbi.nlm.nih.gov/9868784	5	36	0.0038147489516695	b3986, b3311, b1089, b2185, b4200	0.01396398892571651
18723842	https://pubmed.ncbi.nlm.nih.gov/18723842	3	12	0.004601085863004322	b3342, b4203, b3299	0.016798190119262497
2478711	https://pubmed.ncbi.nlm.nih.gov/2478711	2	4	0.005030933816184389	b2606, b2609	0.018319447482493416
116224	https://pubmed.ncbi.nlm.nih.gov/116224	2	4	0.005030933816184389	b3986, b3985	0.01827161602692555
6445564	https://pubmed.ncbi.nlm.nih.gov/6445564	2	4	0.005030933816184389	b3986, b3985	0.018224033693522098
7507167	https://pubmed.ncbi.nlm.nih.gov/7507167	2	4	0.005030933816184389	b3342, b3341	0.01817669854107139
15850376	https://pubmed.ncbi.nlm.nih.gov/15850376	2	4	0.005030933816184389	b3300, b3981	0.01812960864847794
15476412	https://pubmed.ncbi.nlm.nih.gov/15476412	2	4	0.005030933816184389	b3981, b3300	0.018082762114502545
1398129	https://pubmed.ncbi.nlm.nih.gov/1398129	2	4	0.005030933816184389	b3342, b3341	0.018036157057506406
2167176	https://pubmed.ncbi.nlm.nih.gov/2167176	2	4	0.005030933816184389	b3981, b3300	0.01798979161519919
7650029	https://pubmed.ncbi.nlm.nih.gov/7650029	2	4	0.005030933816184389	b3981, b3300	0.017943663944390988
1698623	https://pubmed.ncbi.nlm.nih.gov/1698623	2	4	0.005030933816184389	b0093, b0435	0.017897772220748044
22033925	https://pubmed.ncbi.nlm.nih.gov/22033925	2	4	0.005030933816184389	b3981, b3300	0.01785211463855226
22178970	https://pubmed.ncbi.nlm.nih.gov/22178970	2	4	0.005030933816184389	b2617, b0177	0.01780668941046434
15546659	https://pubmed.ncbi.nlm.nih.gov/15546659	2	4	0.005030933816184389	b3981, b3300	0.01776149476729057
22304380	https://pubmed.ncbi.nlm.nih.gov/22304380	2	4	0.005030933816184389	b3300, b3981	0.017716528957753126
11222599	https://pubmed.ncbi.nlm.nih.gov/11222599	2	4	0.005030933816184389	b3981, b3300	0.01767179024826385
18439025	https://pubmed.ncbi.nlm.nih.gov/18439025	2	4	0.005030933816184389	b3981, b3300	0.017627276922701475
12941690	https://pubmed.ncbi.nlm.nih.gov/12941690	2	4	0.005030933816184389	b3981, b3300	0.017582987282192174
20479269	https://pubmed.ncbi.nlm.nih.gov/20479269	2	4	0.005030933816184389	b3300, b3981	0.017538919644893448
19366685	https://pubmed.ncbi.nlm.nih.gov/19366685	2	4	0.005030933816184389	b3300, b3981	0.017495072345781213
17928002	https://pubmed.ncbi.nlm.nih.gov/17928002	2	4	0.005030933816184389	b1319, b0177	0.017451443736440114
16242710	https://pubmed.ncbi.nlm.nih.gov/16242710	2	4	0.005030933816184389	b3300, b3981	0.01740803218485693
23355473	https://pubmed.ncbi.nlm.nih.gov/23355473	2	4	0.005030933816184389	b3300, b3981	0.017364836075217084
11821048	https://pubmed.ncbi.nlm.nih.gov/11821048	2	4	0.005030933816184389	b3300, b3981	0.017321853807704173
10931320	https://pubmed.ncbi.nlm.nih.gov/10931320	2	4	0.005030933816184389	b3981, b3300	0.017279083798302432
27613865	https://pubmed.ncbi.nlm.nih.gov/27613865	2	4	0.005030933816184389	b3300, b3981	0.017236524478602182
17699162	https://pubmed.ncbi.nlm.nih.gov/17699162	2	4	0.005030933816184389	b3981, b3300	0.017194174295608072
3516690	https://pubmed.ncbi.nlm.nih.gov/3516690	2	4	0.005030933816184389	b2997, b2996	0.01715203171155021
10224080	https://pubmed.ncbi.nlm.nih.gov/10224080	2	4	0.005030933816184389	b2997, b2996	0.01711009520369801
20378773	https://pubmed.ncbi.nlm.nih.gov/20378773	2	4	0.005030933816184389	b2617, b0177	0.017068363264176795
18052199	https://pubmed.ncbi.nlm.nih.gov/18052199	2	4	0.005030933816184389	b3981, b3300	0.01702683439978707
19020518	https://pubmed.ncbi.nlm.nih.gov/19020518	2	4	0.005030933816184389	b3983, b3342	0.01698550713182642
9425040	https://pubmed.ncbi.nlm.nih.gov/9425040	2	4	0.005030933816184389	b3300, b3981	0.016944379995914007
10537212	https://pubmed.ncbi.nlm.nih.gov/10537212	2	4	0.005030933816184389	b2997, b0972	0.016903451541817598
8312607	https://pubmed.ncbi.nlm.nih.gov/8312607	2	4	0.005030933816184389	b3186, b3185	0.016862720333283097
19917611	https://pubmed.ncbi.nlm.nih.gov/19917611	2	4	0.005030933816184389	b2997, b0972	0.01682218494786655
19737520	https://pubmed.ncbi.nlm.nih.gov/19737520	2	4	0.005030933816184389	b3637, b3341	0.01678184397676855
18761620	https://pubmed.ncbi.nlm.nih.gov/18761620	2	4	0.005030933816184389	b3300, b3981	0.016741696024671016
12914940	https://pubmed.ncbi.nlm.nih.gov/12914940	2	4	0.005030933816184389	b3836, b0972	0.016701739709576335
14722060	https://pubmed.ncbi.nlm.nih.gov/14722060	2	4	0.005030933816184389	b3300, b3981	0.016661973662648773
12756233	https://pubmed.ncbi.nlm.nih.gov/12756233	2	4	0.005030933816184389	b3318, b3312	0.01662239652805816
15210351	https://pubmed.ncbi.nlm.nih.gov/15210351	2	4	0.005030933816184389	b3300, b3981	0.016583006962825796
17309111	https://pubmed.ncbi.nlm.nih.gov/17309111	16	269	0.005421718460954228	b3342, b3186, b3985, b1494, b3231, b0065, b0627, b2660, b3981, b3319, b1089, b3315, b3300, b3308, b3839, b3317	0.0178288661446509
7665473	https://pubmed.ncbi.nlm.nih.gov/7665473	2	5	0.008222454583805291	b3300, b3981	0.026975080957719715
15470704	https://pubmed.ncbi.nlm.nih.gov/15470704	2	5	0.008222454583805291	b1167, b2687	0.026911610178995668
19182809	https://pubmed.ncbi.nlm.nih.gov/19182809	2	5	0.008222454583805291	b2617, b0177	0.02684843738514826
12771143	https://pubmed.ncbi.nlm.nih.gov/12771143	2	5	0.008222454583805291	b3300, b3981	0.02678556048260693
21586578	https://pubmed.ncbi.nlm.nih.gov/21586578	2	5	0.008222454583805291	b2617, b0177	0.026722977397367193
19924216	https://pubmed.ncbi.nlm.nih.gov/19924216	2	5	0.008222454583805291	b3300, b3981	0.02666068607476261
10397756	https://pubmed.ncbi.nlm.nih.gov/10397756	2	5	0.008222454583805291	b3300, b3981	0.026598684479239906
18456815	https://pubmed.ncbi.nlm.nih.gov/18456815	2	5	0.008222454583805291	b0065, b3009	0.02653697059413726
16455668	https://pubmed.ncbi.nlm.nih.gov/16455668	2	5	0.008222454583805291	b3300, b3981	0.026475542421465645
8772179	https://pubmed.ncbi.nlm.nih.gov/8772179	2	5	0.008222454583805291	b2997, b2996	0.02641439798169321
26900875	https://pubmed.ncbi.nlm.nih.gov/26900875	2	5	0.008222454583805291	b2617, b0177	0.026353535313532624
14618254	https://pubmed.ncbi.nlm.nih.gov/14618254	2	5	0.008222454583805291	b3300, b3981	0.0262929524737314
2999089	https://pubmed.ncbi.nlm.nih.gov/2999089	2	5	0.008222454583805291	b3637, b3636	0.026232647536865043
15815684	https://pubmed.ncbi.nlm.nih.gov/15815684	2	5	0.008222454583805291	b3300, b3981	0.026172618595133087
780345	https://pubmed.ncbi.nlm.nih.gov/780345	2	5	0.008222454583805291	b2435, b2817	0.026112863758157898
11454209	https://pubmed.ncbi.nlm.nih.gov/11454209	2	5	0.008222454583805291	b2435, b2817	0.02605338115278624
10548536	https://pubmed.ncbi.nlm.nih.gov/10548536	2	5	0.008222454583805291	b2205, b2206	0.025994168922893544
14674886	https://pubmed.ncbi.nlm.nih.gov/14674886	2	5	0.008222454583805291	b2205, b2206	0.025935225229190836
26744406	https://pubmed.ncbi.nlm.nih.gov/26744406	2	5	0.008222454583805291	b2617, b0177	0.025876548249034296
19656854	https://pubmed.ncbi.nlm.nih.gov/19656854	2	5	0.008222454583805291	b3300, b3981	0.02581813617623738
17404237	https://pubmed.ncbi.nlm.nih.gov/17404237	2	5	0.008222454583805291	b2617, b0177	0.025759987220885495
10675323	https://pubmed.ncbi.nlm.nih.gov/10675323	2	5	0.008222454583805291	b0093, b3300	0.025702099609153168
2671655	https://pubmed.ncbi.nlm.nih.gov/2671655	2	5	0.008222454583805291	b1424, b3303	0.025644471583123676
6158044	https://pubmed.ncbi.nlm.nih.gov/6158044	2	5	0.008222454583805291	b3986, b3985	0.025587101400611094
15119826	https://pubmed.ncbi.nlm.nih.gov/15119826	2	5	0.008222454583805291	b2997, b0972	0.02552998733498473
8039676	https://pubmed.ncbi.nlm.nih.gov/8039676	3	15	0.008916947496935656	b0997, b2205, b2206	0.027624663626364135
16606699	https://pubmed.ncbi.nlm.nih.gov/16606699	26	557	0.01107932078068288	b3894, b3321, b3983, b2606, b3303, b3310, b2185, b3309, b1587, b3230, b3296, b0627, b0286, b1868, b3314, b2254, b1126, b3305, b3317, b3318, b2660, b3990, b3984, b1089, b0169, b3637	0.03424741156873308
7559342	https://pubmed.ncbi.nlm.nih.gov/7559342	2	6	0.012095309167050348	b2606, b2609	0.037305044459793865
19815580	https://pubmed.ncbi.nlm.nih.gov/19815580	2	6	0.012095309167050348	b2617, b0177	0.037222511175590785
16264426	https://pubmed.ncbi.nlm.nih.gov/16264426	2	6	0.012095309167050348	b2617, b0177	0.03714034227674842
12068816	https://pubmed.ncbi.nlm.nih.gov/12068816	2	6	0.012095309167050348	b3300, b3981	0.037058535355434
9393454	https://pubmed.ncbi.nlm.nih.gov/9393454	2	6	0.012095309167050348	b3300, b3981	0.036977088024982493
15851030	https://pubmed.ncbi.nlm.nih.gov/15851030	2	6	0.012095309167050348	b2617, b0177	0.03689599791966455
2281528	https://pubmed.ncbi.nlm.nih.gov/2281528	2	6	0.012095309167050348	b3300, b3981	0.0368152626944574
8407783	https://pubmed.ncbi.nlm.nih.gov/8407783	2	6	0.012095309167050348	b3300, b3981	0.03673488002481885
16513637	https://pubmed.ncbi.nlm.nih.gov/16513637	2	6	0.012095309167050348	b3300, b3981	0.036654847606464126
19361432	https://pubmed.ncbi.nlm.nih.gov/19361432	2	6	0.012095309167050348	b2997, b0972	0.03657516315514573
15096523	https://pubmed.ncbi.nlm.nih.gov/15096523	2	6	0.012095309167050348	b3300, b3981	0.03649582440643608
11160101	https://pubmed.ncbi.nlm.nih.gov/11160101	3	17	0.012763175764305235	b3319, b3320, b3321	0.03842765690075451
19402753	https://pubmed.ncbi.nlm.nih.gov/19402753	8	107	0.013363633339780617	b3986, b3894, b0528, b0894, b4203, b1588, b3637, b1474	0.04014862629726747
10548535	https://pubmed.ncbi.nlm.nih.gov/10548535	2	7	0.01660693327246698	b2205, b2206	0.04978500901293442
11844760	https://pubmed.ncbi.nlm.nih.gov/11844760	2	7	0.01660693327246698	b2205, b2206	0.049677944477422735
12029041	https://pubmed.ncbi.nlm.nih.gov/12029041	2	7	0.01660693327246698	b2205, b2206	0.049571339446355306
19251855	https://pubmed.ncbi.nlm.nih.gov/19251855	2	7	0.01660693327246698	b1588, b1587	0.04946519096788345
19525345	https://pubmed.ncbi.nlm.nih.gov/19525345	2	7	0.01660693327246698	b2435, b2817	0.04935949611538797
9184221	https://pubmed.ncbi.nlm.nih.gov/9184221	2	7	0.01660693327246698	b3300, b3981	0.049254251987210174
1531224	https://pubmed.ncbi.nlm.nih.gov/1531224	2	7	0.01660693327246698	b3321, b3981	0.04914945570638632
17483214	https://pubmed.ncbi.nlm.nih.gov/17483214	2	7	0.01660693327246698	b2435, b2817	0.0490451044203855
6357787	https://pubmed.ncbi.nlm.nih.gov/6357787	2	7	0.01660693327246698	b2606, b2609	0.04894119530085079
19158385	https://pubmed.ncbi.nlm.nih.gov/19158385	2	7	0.01660693327246698	b3300, b3981	0.0488377255433437

